IDATE,ACSTATE,TFAT,TINJ,TOTAL_COST_CURRENT,LOSS,RECOV,CAUSE,ACCOUNTY,LAT,LONG
2017,Oklahoma,0.0,0.0,5859087.47239719,2084.0,1734.0,EXCAVATION DAMAGE,BASTROP,30.085836,-97.386029
2017,Wyoming,0.0,0.0,16392.0266765469,2.0,0.0,EQUIPMENT FAILURE,MCKENZIE,47.9792,-103.667767
2017,Texas,0.0,0.0,104145.238977399,28.0,28.0,CORROSION,ST. CLAIR,38.584487,-90.189275
2017,Texas,0.0,0.0,650.907743608744,11.2,11.2,EQUIPMENT FAILURE,SAN JUAN,36.759385,-108.365402
2017,Texas,0.0,0.0,3796.96183771767,10.7,10.7,EQUIPMENT FAILURE,SAN JUAN,36.758892,-108.365549
2017,Texas,0.0,0.0,65112.4712856614,0.5,0.5,EQUIPMENT FAILURE,VERMILLION,29.89654,-92.06979
2017,Texas,0.0,0.0,1330291.61615413,451.0,451.0,CORROSION,LINCOLN,35.94025,-96.755308
2017,Texas,0.0,0.0,4990.29270100037,15.0,0.0,EQUIPMENT FAILURE,JEFFERSON,30.01388,-94.05363
2017,Texas,0.0,0.0,515345.35753983,0.9,0.0,EXCAVATION DAMAGE,PLAQUEMINES,29.32114,-89.78005
2017,Texas,0.0,0.0,976361.615413116,0.02,0.02,NATURAL FORCE DAMAGE,PAYNE,36.030408,-96.692294
2017,Texas,0.0,0.0,976361.615413116,0.02,0.02,NATURAL FORCE DAMAGE,PAWNEE,36.2639,-96.394422
2017,Texas,0.0,0.0,147207.125602075,0.48,0.48,CORROSION,PAYNE,35.95916,-96.75287
2017,Texas,0.0,0.0,33359.0218599481,300.0,270.0,EQUIPMENT FAILURE,MIDLAND,32.010167,-102.016753
2017,Georgia,0.0,0.0,478963.954057058,11.0,6.24,MATERIAL FAILURE OF PIPE OR WELD,CLEBURNE,33.655017,-85.485179
2017,Oklahoma,0.0,0.0,84075.5835494628,2003.0,0.0,CORROSION,EDDY,32.778549,-104.242702
2017,Oklahoma,0.0,0.0,24099.8592071138,2.5,2.5,EQUIPMENT FAILURE,HUNT,33.035685,-96.200798
2017,Oklahoma,0.0,0.0,782716.561689515,3000.0,0.0,EXCAVATION DAMAGE,MCKENZIE,47.66768465,-103.20551702
2017,Pennsylvania,0.0,0.0,271211.559836977,0.01,0.01,INCORRECT OPERATION BY OPERATOR PERSONNEL,HANCOCK,40.935694,-83.818306
2017,Pennsylvania,0.0,0.0,12003.8236383846,0.6,0.6,INCORRECT OPERATION BY OPERATOR PERSONNEL,BERRIEN,41.789885,-86.258061
2017,Georgia,0.0,0.0,852797.62875139,17.3,16.2,EQUIPMENT FAILURE,EAST FELICIANA,30.713929,-91.275048
2017,Georgia,0.0,0.0,3796.96183771767,12.4,12.4,EXCAVATION DAMAGE,EAST FELICIANA,30.713929,-91.275048
2017,Colorado,0.0,0.0,4262.36087439793,123.13,0.0,EQUIPMENT FAILURE,LIVE OAK,28.558706,-98.163515
2017,Texas,0.0,0.0,3997.65839199704,0.17,0.17,EQUIPMENT FAILURE,MCMULLEN,28.631126,-98.790984
2017,Texas,0.0,0.0,932.9677658392,12.0,0.0,EQUIPMENT FAILURE,MIDLAND,31.664728,-102.127632
2017,Washington,0.0,0.0,1681511.67098926,180.0,166.0,EXCAVATION DAMAGE,PIERCE,47.16655,-122.43146
2017,Texas,0.0,0.0,34715.079659133,0.1,0.1,MATERIAL FAILURE OF PIPE OR WELD,LEAVENWORTH,39.3005,-95.0425
2017,Texas,0.0,0.0,111196.73953316,28.0,26.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,29.886969,-93.992636
2017,Texas,0.0,0.0,1095.69470174139,0.26,0.26,INCORRECT OPERATION BY OPERATOR PERSONNEL,ADAMS,39.7962,-104.940679
2017,Texas,0.0,0.0,5268464.634309,600.0,500.0,OTHER OUTSIDE FORCE DAMAGE,ANGELINA,31.391791,-94.921067
2017,Texas,0.0,0.0,12041.7932567618,0.71,0.71,EQUIPMENT FAILURE,BAY,43.629243,-83.98516
2017,Texas,0.0,0.0,1435621.5072249,688.1,0.0,CORROSION,CALLAHAN,32.339039,-99.467171
2017,Texas,0.0,0.0,10774.6928492034,1.0,1.0,EQUIPMENT FAILURE,HARRIS,29.747992,-95.128881
2017,Colorado,0.0,0.0,352.57502778807,0.2,0.0,EQUIPMENT FAILURE,MIDLAND,31.85528,-101.7939
2017,Texas,0.0,0.0,4160.38532789922,2.0,2.0,EQUIPMENT FAILURE,AUSTIN,29.758445,-96.147061
2017,Texas,0.0,0.0,3359.76880326047,1.0,1.0,OTHER OUTSIDE FORCE DAMAGE,MIDLAND,32.023815,-102.017738
2017,Texas,0.0,0.0,119333.08632827,17.0,0.0,CORROSION,CAMERON,26.189737,-97.434653
2017,Texas,0.0,0.0,33655.1848832901,0.48,0.4,CORROSION,BROWN COUNTY,31.649244,-98.967544
2017,Texas,0.0,0.0,17032.0859577621,16.5,16.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,EDDY,32.7824,-103.9611
2017,Texas,0.0,0.0,23689.7873286402,10.0,10.0,EQUIPMENT FAILURE,HARRIS,29.760865,-95.144305
2017,Texas,0.0,0.0,18659.355316784,4.0,4.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.6509223,-95.41201329
2017,Wyoming,0.0,0.0,4176.65802148944,2.0,1.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,POWDER RIVER,45.114006,-105.095908
2017,Texas,0.0,0.0,22347.8325305669,25.0,25.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,GAINES,32.75599,-102.719168
2017,Texas,0.0,0.0,21696.9247869581,0.19,0.19,INCORRECT OPERATION BY OPERATOR PERSONNEL,COOK,42.026176,-87.950416
2017,Texas,0.0,0.0,135660.022230456,2.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,JEFFERSON,29.8925,-94.25802
2017,Kansas,0.0,0.0,22812.1467210078,0.26,0.0,EQUIPMENT FAILURE,ORANGE,30.05642,-93.84246
2017,Colorado,0.0,0.0,14130.1222675065,0.8,0.0,EQUIPMENT FAILURE,NEWTON,30.98035,-93.714949
2017,Texas,0.0,0.0,110654.316413486,0.1,0.1,MATERIAL FAILURE OF PIPE OR WELD,BEAVER,36.7826,-100.5227
2017,Texas,0.0,0.0,122994.442386069,11.1,11.1,EQUIPMENT FAILURE,CONTRA COSTA,37.940135,-122.376323
2017,Texas,0.0,0.0,5424.23119673954,0.38,0.38,NATURAL FORCE DAMAGE,JEFFERSON,29.974641,-93.936043
2017,Texas,0.0,0.0,1988523.15672471,527.0,527.0,NATURAL FORCE DAMAGE,HARRIS,29.72536,-95.20334
2017,Illinois,0.0,0.0,84303.4012597258,1.67,1.67,EQUIPMENT FAILURE,MULTNOMAH,45.590306,-122.776702
2017,Illinois,0.0,0.0,673743.756947018,0.72,0.72,CORROSION,WILL,41.41433,-87.98899
2017,Texas,0.0,0.0,28254.8203038162,0.48,0.48,CORROSION,BERNALILLO,34.886944,-106.228056
2017,Texas,0.0,0.0,12319.5138940348,9.69,9.69,EQUIPMENT FAILURE,SCURRY,32.529108,-100.854694
2017,Texas,0.0,0.0,26140.4549833272,29.05,29.05,EQUIPMENT FAILURE,SCURRY,32.52912,-100.85401
2017,Pennsylvania,0.0,0.0,87330.1222675065,1.0,1.0,MATERIAL FAILURE OF PIPE OR WELD,UNION COUNTY,40.61248618,-74.24019281
2017,Georgia,0.0,0.0,40790.2185994813,0.4,0.4,EQUIPMENT FAILURE,EAST FELICIANA,30.71092529,-91.28375472
2017,Texas,0.0,0.0,149546.054094109,6.6,6.6,INCORRECT OPERATION BY OPERATOR PERSONNEL,CALCASIEU,30.239249,-93.290104
2016,Texas,0.0,4.0,3871.23349679366,0.1,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,29.99801,-93.98994
2017,Texas,0.0,0.0,453.465728047425,0.2,0.0,EQUIPMENT FAILURE,CHAMBERS,29.84398,-94.912469
2017,Texas,0.0,0.0,244974.553538348,2036.2,0.0,NATURAL FORCE DAMAGE,TEXAS,36.855973,-101.381356
2017,Texas,0.0,0.0,2370.38903297518,2.0,2.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.73093,-95.20397
2017,Texas,0.0,0.0,574.968506854391,0.5,0.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.72536,-95.20334
2017,Georgia,0.0,0.0,2796.7336050389,0.7,0.7,NATURAL FORCE DAMAGE,JEFFERSON,29.887609,-93.996377
2017,Oklahoma,0.0,0.0,48628.2326787699,2.2,0.0,MATERIAL FAILURE OF PIPE OR WELD,LEA,32.53791,-103.26244
2017,Georgia,0.0,0.0,1398.36680251945,0.4,0.4,NATURAL FORCE DAMAGE,JEFFERSON,29.887609,-93.996377
2017,Georgia,0.0,0.0,2912.81215264913,3.0,0.0,NATURAL FORCE DAMAGE,JEFFERSON,30.061363,-94.06806
2017,Texas,0.0,0.0,784745.224157096,800.0,800.0,EQUIPMENT FAILURE,HARRIS,29.737879,-95.224767
2017,Texas,0.0,0.0,27294.7313819933,0.2,0.2,EQUIPMENT FAILURE,HARRIS,29.759627,-95.142502
2017,Texas,0.0,0.0,351962.089662838,11.25,11.25,NATURAL FORCE DAMAGE,HARRIS,29.717672,-95.176253
2017,Texas,0.0,0.0,20689.1026306039,0.5,0.47,CORROSION,WESTON,43.84866,-104.21487
2017,Oklahoma,0.0,0.0,12114.4779547981,1.66,1.66,INCORRECT OPERATION BY OPERATOR PERSONNEL,TULSA,36.132233,-96.029959
2017,Texas,0.0,0.0,1632.6935902186,0.07,0.07,NATURAL FORCE DAMAGE,HARRIS,29.52096,-95.105292
2017,Georgia,0.0,0.0,5537.05520563172,1.0,1.0,NATURAL FORCE DAMAGE,JEFFERSON,29.8871486,-93.98756049
2017,Oklahoma,0.0,0.0,2416672.91293072,5716.0,672.0,NATURAL FORCE DAMAGE,HARRIS,29.746557,-95.201172
2017,Oklahoma,0.0,0.0,2421082.81289366,5272.0,672.0,NATURAL FORCE DAMAGE,HARRIS,29.745701,-95.201172
2017,Texas,0.0,0.0,3694124.92330493,2400.0,1780.0,CORROSION,OSAGE,36.2908134,-96.29609582
2017,Texas,0.0,0.0,33684.4757317525,0.9,0.9,NATURAL FORCE DAMAGE,HARRIS,29.520833,-95.11027217
2017,Texas,0.0,0.0,222140.709892553,95.0,95.0,EXCAVATION DAMAGE,FRIO,28.654717,-99.038606
2017,Oklahoma,0.0,0.0,38663.9199703594,44.0,44.0,MATERIAL FAILURE OF PIPE OR WELD,BLUE EARTH,43.931441,-94.113196
2017,Colorado,0.0,0.0,5378.66765468692,0.25,0.0,EQUIPMENT FAILURE,JACKSON,29.139714,-96.651611
2017,Georgia,0.0,0.0,77993.9355316784,15.9,15.9,CORROSION,COVINGTON,31.64400014,-89.5187362
2017,Georgia,0.0,0.0,2951.86661726566,3.8,3.8,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,29.88620165,-93.99369979
2017,Texas,0.0,0.0,33668.2030381623,0.83,0.83,EQUIPMENT FAILURE,NUECES,27.8125,-97.5036
2017,Ohio,0.0,0.0,40924.7395331604,6.0,6.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,MARION,39.798322,-86.322916
2017,Texas,0.0,0.0,33901.4449796221,20.0,0.0,EQUIPMENT FAILURE,HARDIN,30.123524,-94.437604
2017,Texas,0.0,0.0,938.39199703594,1.0,1.0,EQUIPMENT FAILURE,ANDREWS,32.160741,-102.633028
2017,Georgia,0.0,0.0,217348.944053353,2.4,2.4,OTHER,EAST FELICIANA,30.713929,-91.275048
2017,Michigan,0.0,0.0,23895.9081141163,0.36,0.1,EQUIPMENT FAILURE,CALHOUN,42.24751,-84.965289
2017,Texas,0.0,0.0,40247.7954798073,2.4,0.0,CORROSION,HARRIS,29.72903,-95.1648
2017,Texas,0.0,0.0,351962.089662838,11.25,11.25,NATURAL FORCE DAMAGE,HARRIS,29.717672,-95.176253
2017,Pennsylvania,0.0,0.0,60751.3894034828,10.0,10.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,ALLEN,40.6972223,-84.1272224
2017,Texas,0.0,0.0,38134.5150055576,0.5,0.5,CORROSION,WESTON,43.67014,-105.00036
2017,Texas,0.0,0.0,381323.453130789,10000.0,0.0,EXCAVATION DAMAGE,COKE,31.745631,-100.268643
2017,Oklahoma,0.0,0.0,634.635050018526,2.2,0.0,EQUIPMENT FAILURE,GRAYSON,33.730409,-96.443294
2017,Texas,0.0,0.0,555.441274546128,0.2,0.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,ROBERTSON,30.88541,-96.5212
2017,Texas,0.0,0.0,9630.18006669137,1753.59,0.0,EQUIPMENT FAILURE,LINCOLN COUNTY,41.87991,-110.045
2017,New Jersey,0.0,0.0,67260.4668395702,11.21,11.21,EQUIPMENT FAILURE,KERN,34.860589,-118.880706
2017,Texas,0.0,0.0,96659.7999258985,20.0,20.0,EQUIPMENT FAILURE,HARRIS,29.765296,-95.144848
2017,Kansas,0.0,0.0,26642.7387921452,8.24,0.0,MATERIAL FAILURE OF PIPE OR WELD,HANCOCK COUNTY,43.08949,-93.903342
2017,Texas,0.0,0.0,32250.3090033346,2.0,2.0,EQUIPMENT FAILURE,GRAY,35.256521,-100.924335
2017,Texas,0.0,0.0,1383.17895516858,0.5,0.5,EQUIPMENT FAILURE,MIDLAND,31.656332,-102.248096
2017,Texas,0.0,0.0,37820.9944423861,0.59,0.59,EQUIPMENT FAILURE,CLEARWATER,47.689224,-95.408377
2017,Texas,0.0,0.0,226705.742867729,45.0,45.0,CORROSION,KINGMAN,37.69283,-98.389093
2017,Texas,0.0,0.0,16598147.462023,1424.06,0.0,CORROSION,BRAZORIA,29.06948,-95.33939
2017,Colorado,0.0,0.0,542.423119673953,1.2,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WINKLER,31.80026,-103.13523
2017,Texas,0.0,0.0,36098.2586143016,320.0,305.0,CORROSION,NATRONA,42.851162,-106.356422
2017,Texas,0.0,0.0,46214.4497962208,1.0,1.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.72536,-95.20334
2017,Oklahoma,0.0,0.0,1153454.08521675,353.5,343.0,EXCAVATION DAMAGE,GRADY,35.013658,-97.787268
2017,Texas,0.0,0.0,1583.87550944794,42.0,0.0,EQUIPMENT FAILURE,MARTIN,32.21106,-101.93433
2017,Texas,0.0,0.0,1307132.31863653,10.0,1.2,CORROSION,LUCAS,41.63756,-83.44773
2017,Texas,0.0,0.0,59694.7491663579,1.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,REAGAN,31.609425,-101.698176
2017,Ohio,0.0,0.0,24451.3493886625,4.0,4.0,CORROSION,BIG HORN,44.679531,-108.359569
2017,Texas,0.0,0.0,3323865.81696925,377.0,377.0,EXCAVATION DAMAGE,LINCOLN,35.92762,-96.76167
2017,Texas,0.0,0.0,266604.217858466,10.0,10.0,OTHER OUTSIDE FORCE DAMAGE,CADDO,32.35204,-93.68041
2017,Texas,0.0,0.0,3489.95035198222,0.19,0.19,EQUIPMENT FAILURE,MERCED,37.332321,-120.574568
2017,New Jersey,0.0,0.0,13018.1548721749,35.0,35.0,EQUIPMENT FAILURE,KERN,34.860589,-118.880706
2017,Texas,0.0,0.0,1326333.01222675,463.0,456.0,CORROSION,HARRIS,29.707084,-95.237799
2017,Texas,0.0,0.0,846342.79362727,80.0,80.0,EQUIPMENT FAILURE,LINCOLN,35.939959,-96.747774
2017,Texas,0.0,0.0,1703.20859577621,0.2,0.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,AUSTIN,29.75895,-96.147769
2017,Texas,0.0,0.0,9237.46572804743,0.2,0.2,EQUIPMENT FAILURE,MIDLAND,32.021079,-102.016291
2017,Oklahoma,0.0,0.0,10696.5839199704,4.4,0.0,EQUIPMENT FAILURE,JOHNSTON,34.188862,-96.484629
2017,Texas,0.0,0.0,933781.400518711,2949.0,2672.0,MATERIAL FAILURE OF PIPE OR WELD,GOSHEN,42.210771,-104.50558
2017,Colorado,0.0,0.0,5435.07965913301,0.07,0.0,EQUIPMENT FAILURE,FRIO,28.77662,-99.2499
2017,Ohio,0.0,0.0,796789.187106336,1096.0,662.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,CRAWFORD,39.161789,-87.798836
2017,Texas,0.0,0.0,8505.19451648759,0.35,0.0,EQUIPMENT FAILURE,LAKE COUNTY,41.639098,-87.503197
2017,Kansas,0.0,0.0,24029.3442015561,3.02,3.02,EQUIPMENT FAILURE,PHELPS,40.407564,-99.322402
2017,Texas,0.0,0.0,5657.47313819934,0.7,0.7,NATURAL FORCE DAMAGE,DIVIDE,48.80512,-103.61746
2017,Oklahoma,0.0,0.0,0.0,1.0,0.0,OTHER,DICKINSON,38.87624,-96.96307
2017,Texas,0.0,0.0,126775.131530196,2.0,2.0,CORROSION,PAYNE,35.958915,-96.753261
2017,Texas,0.0,0.0,295143.267876992,10.0,10.0,CORROSION,LAKE,41.516035,-87.449878
2017,Texas,0.0,0.0,281517.599110782,200.0,200.0,EQUIPMENT FAILURE,COLORADO,29.57576,-96.399944
2017,Texas,0.0,0.0,2088.32901074472,0.5,0.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,MIDLAND,31.9461,-101.91646
2017,Texas,0.0,0.0,2386.6617265654,10.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.604286,-95.131222
2017,Oklahoma,0.0,0.0,2929208.51871063,17.47,17.47,EQUIPMENT FAILURE,HARRIS,29.814804,-95.186108
2017,Texas,0.0,0.0,51042.015561319,18.0,18.0,CORROSION,CARBON,41.10592,-107.63881
2017,Texas,0.0,0.0,509.877732493516,0.67,0.56,INCORRECT OPERATION BY OPERATOR PERSONNEL,MOORE,35.965876,-101.79926
2017,Texas,0.0,0.0,139337.650981845,8.0,5.0,CORROSION,SMITH,32.23895,-95.02666667
2017,Louisiana,0.0,0.0,208031.199703594,52.9,46.7,INCORRECT OPERATION BY OPERATOR PERSONNEL,ST. JAMES,30.01194,-90.86056
2017,Texas,0.0,0.0,52153.9829566506,0.6,0.0,CORROSION,WILL,41.64924,-88.04449
2017,Texas,0.0,0.0,564.120044460912,0.33,0.33,OTHER,YOAKUM,33.157,-102.89
2017,Texas,0.0,0.0,79193.7754723972,595.6,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,MIDLAND,31.692,-101.8081
2017,Texas,0.0,0.0,104275.420526121,20.0,20.0,CORROSION,GREGG,32.47849,-94.86813
2017,Kansas,0.0,0.0,133885.213782883,5.95,5.65,CORROSION,MADISON,38.819032,-90.091097
2017,Texas,0.0,0.0,7051.5005557614,10.0,10.0,CORROSION,LEA,32.650636,-103.14037
2017,Texas,0.0,0.0,4817.80214894406,4.0,4.0,EQUIPMENT FAILURE,HOWARD,32.291212,-101.37366
2017,Texas,0.0,0.0,5519.69766580215,0.2,0.2,NATURAL FORCE DAMAGE,DUNN,47.3807703,-102.3121611
2017,Oklahoma,0.0,0.0,453.465728047425,0.57,0.0,EQUIPMENT FAILURE,LINCOLN,41.773061,-110.345088
2017,Texas,0.0,0.0,104147.408669878,10398.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,LINCOLN,31.5941658,-90.5269165
2017,Texas,0.0,0.0,16305.238977399,0.4,0.4,EQUIPMENT FAILURE,JEFFERSON,29.91201,-94.00891
2017,Georgia,0.0,0.0,33920.9722119304,4.8,4.8,INCORRECT OPERATION BY OPERATOR PERSONNEL,ST. LANDRY PARISH,30.52882946,-91.74686368
2017,Oklahoma,0.0,0.0,217001.793256762,0.3,0.3,OTHER,LAKE,41.607567,-87.438794
2017,Pennsylvania,0.0,0.0,477171.788069656,10.0,10.0,CORROSION,COOK,41.9994996,-87.9354873
2017,Texas,0.0,0.0,11499.3701370878,0.25,0.25,EQUIPMENT FAILURE,BUCHANAN,39.643181,-94.618246
2017,Texas,0.0,0.0,2798.9032975176,1.0,1.0,EQUIPMENT FAILURE,AUSTIN,29.759805,-96.148241
2017,Texas,0.0,0.0,11715.254538718,15.0,15.0,EQUIPMENT FAILURE,PAYNE,35.986976,-96.745748
2017,Texas,0.0,0.0,76186.5816969248,0.01,0.01,MATERIAL FAILURE OF PIPE OR WELD,IRON,46.127809,-88.602751
2017,Texas,0.0,0.0,38970.9314560949,13.33,0.0,CORROSION,CAMERON,26.19384694,-97.43611111
2017,Texas,0.0,0.0,81363.467951093,25.0,25.0,EQUIPMENT FAILURE,HARRIS,29.71448,-95.1631
2017,Texas,0.0,0.0,41353.2537977029,0.5,0.5,MATERIAL FAILURE OF PIPE OR WELD,STYORY,41.916909,-93.567881
2017,Pennsylvania,0.0,0.0,5749.68506854391,0.24,0.24,NATURAL FORCE DAMAGE,UNION COUNTY,40.608257,-74.238076
2017,Texas,0.0,0.0,19761.5590959615,1.76,1.76,EQUIPMENT FAILURE,DOUGLAS,46.695639,-92.049378
2017,Texas,0.0,0.0,520726.194886995,60.0,60.0,CORROSION,FRIO,28.64972222,-99.02666667
2017,Texas,0.0,0.0,4771.1537606521,0.35,0.35,EQUIPMENT FAILURE,CONTRA COSTA,38.003958,-122.055376
2017,Texas,0.0,0.0,84859.9273805113,851.0,851.0,CORROSION,STAFFORD,38.0952582,-98.5821395
2017,Texas,0.0,0.0,3310.95072248981,48.19,0.0,EQUIPMENT FAILURE,REFUGIO,28.466611,-96.932756
2017,Pennsylvania,0.0,0.0,195923.230826232,0.38,0.38,EXCAVATION DAMAGE,MIDDLESEX,40.54894482,-74.26054003
2017,Texas,0.0,0.0,16815.1167098926,2.0,2.0,CORROSION,JEFFERSON,29.996519,-93.992611
2017,Texas,0.0,0.0,48611482.6528344,6592.0,6592.0,MATERIAL FAILURE OF PIPE OR WELD,MARSHALL COUNTY,45.709444,-97.876944
2017,Texas,0.0,0.0,74311.9673953316,35.0,35.0,EQUIPMENT FAILURE,POTTER,35.265278,-101.890833
2017,Texas,0.0,0.0,17357.5398295665,20.0,20.0,EQUIPMENT FAILURE,MIDALND,32.021719,-102.016295
2017,Texas,0.0,0.0,57643.304927751,4897.1,0.0,EQUIPMENT FAILURE,WOOD,41.45722,-83.55669
2017,Texas,0.0,0.0,2847.72137828826,0.5,0.5,EQUIPMENT FAILURE,WILLIAMS,48.272907,-103.360097
2017,Texas,0.0,0.0,79193.7754723972,0.01,0.01,MATERIAL FAILURE OF PIPE OR WELD,CRAWFORD,44.839036,-84.374795
2017,Colorado,0.0,0.0,309.181178214153,3.05,0.0,EQUIPMENT FAILURE,HARRIS,29.827428,-94.940951
2017,Texas,0.0,0.0,49769.4909225639,1.0,1.0,EQUIPMENT FAILURE,ST. CLAIR,42.90143,-82.50977
2017,Texas,0.0,0.0,3254.53871804372,35.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARRIS,29.68136,-95.01673
2017,Texas,0.0,0.0,21696.9247869581,33.0,33.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WESTON,43.66692,-105.06688
2017,Texas,0.0,0.0,8787.25453871805,2.0,2.0,EQUIPMENT FAILURE,BRAZORIA,28.949544,-95.430595
2016,Texas,0.0,0.0,3368.69105997737,5.0,1.0,NATURAL FORCE DAMAGE,REAGAN,31.36115,-101.51412
2017,Texas,0.0,0.0,54264.0088921823,0.2,0.2,EQUIPMENT FAILURE,JEFFERSON,30.0111,-94.0572
2017,Texas,0.0,0.0,2766.35791033716,1.0,1.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,MIDLAND,32.016044,-102.015809
2017,Georgia,0.0,0.0,71643.2456465358,10.33,10.33,EQUIPMENT FAILURE,MIDDLESEX,40.5768,-74.2491
2017,Texas,0.0,0.0,9221.19303445721,4.0,4.0,EQUIPMENT FAILURE,JEFFERSON,29.997998,-93.990199
2017,Texas,0.0,0.0,23324.19414598,45.0,45.0,EXCAVATION DAMAGE,LEA COUNTY,32.879977,-103.305339
2017,Texas,0.0,0.0,191039.253056688,8.0,7.5,EQUIPMENT FAILURE,ALLEN,40.70919,-84.13149
2017,California,0.0,0.0,148457.953316043,100.0,100.0,EXCAVATION DAMAGE,LOS ANGELES,33.757825,-118.111294
2017,Texas,0.0,0.0,9876.44016302335,28.06,0.0,EQUIPMENT FAILURE,BRAZORIA,29.041106,-95.366832
2017,Oklahoma,0.0,0.0,11065.4316413487,1.19,1.19,EQUIPMENT FAILURE,ADAMS,39.844973,-104.915381
2017,Texas,0.0,0.0,40068.7958503149,0.48,0.48,EQUIPMENT FAILURE,LAKE,41.514645,-87.450047
2017,Ohio,0.0,0.0,1447.18488329011,0.6,0.6,INCORRECT OPERATION BY OPERATOR PERSONNEL,NEWTON,36.970815,-94.314771
2017,Texas,0.0,0.0,3544.19266394961,0.48,0.48,EQUIPMENT FAILURE,CARTER,34.202081,-97.347599
2017,Texas,0.0,0.0,9316.65950351983,0.0,0.0,EQUIPMENT FAILURE,PUTNAM,33.362982,-83.447904
2017,Texas,0.0,0.0,3254.53871804372,0.24,0.24,EQUIPMENT FAILURE,ST. CHARLES,30.008065,-90.400803
2017,Oklahoma,0.0,0.0,1247.57317525009,3.0,3.0,EQUIPMENT FAILURE,HARRIS,29.707784,-95.230194
2017,Ohio,0.0,0.0,718.168210448314,0.2,0.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,PARKE,39.632548,-87.284127
2017,Oklahoma,0.0,0.0,389815.629492405,28.0,27.0,CORROSION,HARRIS,29.912147,-95.619236
2017,Texas,0.0,0.0,10468.7662097073,0.2,0.2,EQUIPMENT FAILURE,JEFFERSON,29.9105,-94.0099
2017,Louisiana,0.0,0.0,7266.30011115228,6.67,6.67,EQUIPMENT FAILURE,LAFOURCHE,29.47,-90.25444
2017,Georgia,0.0,0.0,11987.5509447944,0.48,0.48,EQUIPMENT FAILURE,SHELBY,33.28158,-86.80306
2017,Texas,0.0,0.0,18550.8706928492,3.0,3.0,EQUIPMENT FAILURE,SHACKLEFORD,32.881883,-99.58266
2017,Texas,0.0,0.0,8299.07373101149,3.0,3.0,EQUIPMENT FAILURE,LEA,32.652011,-103.139865
2017,Texas,0.0,0.0,3471.5079659133,2.0,2.0,EQUIPMENT FAILURE,MIDLAND,32.016435,-102.015482
2017,Texas,0.0,0.0,53580.5557613931,3.0,2.0,MATERIAL FAILURE OF PIPE OR WELD,FREESTONE,31.77636,-96.39561
2018,Texas,0.0,0.0,2350.89465095195,0.22,0.22,EQUIPMENT FAILURE,PLATTE,42.22607,-104.69298
2017,Georgia,0.0,0.0,244090.403853279,4.6,4.6,EQUIPMENT FAILURE,JEFFERSON,29.975419,-93.935056
2017,Texas,0.0,0.0,3455.23527232308,0.4,0.4,EQUIPMENT FAILURE,HURON,41.038343,-82.714678
2017,Wyoming,0.0,0.0,7756.65061133753,2.0,2.0,EQUIPMENT FAILURE,BILLINGS,46.902494,-103.29561
2018,Oklahoma,0.0,0.0,65966.2737987308,20.0,20.0,NATURAL FORCE DAMAGE,OKLAHOMA,35.451937,-97.493498
2018,Texas,0.0,0.0,5840.0725294651,0.5,0.5,EQUIPMENT FAILURE,WILLIAMS,48.288314,-102.92445
2017,Kansas,0.0,0.0,1475.39088551315,0.2,0.2,EQUIPMENT FAILURE,TEXAS,36.805299,-101.287597
2018,Texas,0.0,0.0,49906.0743427017,2.27,2.27,NATURAL FORCE DAMAGE,EAST BATON ROUGE,30.546051,-91.167781
2018,Colorado,0.0,0.0,3566.69156844968,5.18,0.0,EQUIPMENT FAILURE,BENVILLE,32.17712,-93.03417
2018,Hawaii,0.0,0.0,488973.345421578,74.0,74.0,CORROSION,HONOLULU,21.392267,-157.977833
